start time: Sun Sep  4 13:28:47 2022
===== model config =====
id: 69327
input_img_resize: 64
epochs: 151
lr: 0.0005
batch_size: 32
========================
eopch, train loss, train acc, test loss, test acc
|    |    └─Conv2d: 3-45                 [-1, 256, 32, 32]         18,432
|    |    └─BatchNorm2d: 3-46            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-47                 [-1, 512, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-48            [-1, 512, 32, 32]         1,024
|    |    └─Sequential: 3-49             [-1, 512, 32, 32]         --
├─Sequential: 1-5                        [-1, 1024, 16, 16]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 512, 32, 32]         262,144
|    |    └─BatchNorm2d: 3-51            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-52                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-53            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-54                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-55            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-56             [-1, 1024, 16, 16]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-58            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-59                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-60            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-61                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-62            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-63             [-1, 1024, 16, 16]        --
|    └─Block: 2-10                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-65            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-66                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-67            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-68                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-69            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-70             [-1, 1024, 16, 16]        --
|    └─Block: 2-11                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-72            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-73                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-74            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-75                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-76            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-77             [-1, 1024, 16, 16]        --
|    └─Block: 2-12                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-79            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-80                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-81            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-82                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-83            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-84             [-1, 1024, 16, 16]        --
|    └─Block: 2-13                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-86            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-87                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-88            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-89                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-90            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-91             [-1, 1024, 16, 16]        --
|    └─Block: 2-14                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-93            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-94                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-95            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-96                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-97            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-98             [-1, 1024, 16, 16]        --
|    └─Block: 2-15                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-100           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-101                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-102           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-103                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-104           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-105            [-1, 1024, 16, 16]        --
|    └─Block: 2-16                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-107           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-108                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-109           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-110                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-111           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-112            [-1, 1024, 16, 16]        --
|    └─Block: 2-17                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-114           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-115                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-116           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-117                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-118           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-119            [-1, 1024, 16, 16]        --
|    └─Block: 2-18                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-121           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-122                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-123           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-124                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-125           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-126            [-1, 1024, 16, 16]        --
|    └─Block: 2-19                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-128           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-129                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-130           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-131                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-132           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-133            [-1, 1024, 16, 16]        --
|    └─Block: 2-20                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-134                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-135           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-136                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-137           [-1, 512, 16, 16]         1,024
