start time: Tue Sep 13 12:32:39 2022
===== model config =====
id: 43559
input_img_resize: 64
epochs: 151
lr: 0.001
batch_size: 4
num_blocks: [3, 4, 23, 3]
cardinality: 64
bottleneck_width: 4
========================
eopch, train loss, train acc, test loss, test acc
38, 0.7342, 0.7529, 1.4077, 0.7806
39, 0.7224, 0.7561, 1.0117, 0.8045
40, 0.7018, 0.7705, 1.3063, 0.6793
41, 0.6944, 0.7718, 2.7384, 0.7314
42, 0.6685, 0.779, 1.118, 0.8228
43, 0.6795, 0.7795, 0.5203, 0.8354
44, 0.6558, 0.7805, 0.4891, 0.8467
45, 0.6287, 0.7864, 0.4533, 0.8833
46, 0.6599, 0.7845, 0.5135, 0.8326
47, 0.6265, 0.7887, 1.1344, 0.8397
48, 0.6137, 0.8008, 0.5251, 0.8608
49, 0.6296, 0.7882, 0.7083, 0.8284
50, 0.618, 0.7951, 1.4412, 0.827
51, 0.6117, 0.7981, 1.3653, 0.8453
52, 0.5982, 0.7986, 1.7695, 0.7609
53, 0.5935, 0.7996, 0.6916, 0.8579
54, 0.5911, 0.8026, 1.4748, 0.8453
55, 0.5757, 0.8085, 1.7637, 0.82
56, 0.5748, 0.8053, 0.8981, 0.8228
57, 0.5873, 0.7994, 1.5413, 0.8158
58, 0.578, 0.8006, 1.1502, 0.8143
59, 0.5857, 0.8011, 0.9866, 0.827
60, 0.5459, 0.814, 1.8292, 0.8678
61, 0.5609, 0.8125, 3.6204, 0.8031
62, 0.528, 0.8172, 2.1103, 0.8045
63, 0.5388, 0.818, 6.8248, 0.8087
64, 0.5575, 0.8152, 15.0746, 0.6695
65, 0.5424, 0.8215, 1.5685, 0.8523
66, 0.553, 0.8152, 1.1287, 0.8495
67, 0.5201, 0.8314, 0.5362, 0.8692
68, 0.5293, 0.8217, 4.7797, 0.8326
69, 0.5316, 0.819, 0.7066, 0.8762
70, 0.5154, 0.8321, 0.9161, 0.8411
71, 0.5349, 0.8192, 0.6171, 0.827
72, 0.5324, 0.8195, 1.856, 0.834
73, 0.5472, 0.8244, 0.5092, 0.8509
74, 0.5421, 0.82, 1.7392, 0.8228
75, 0.5173, 0.8274, 1.1087, 0.8298
76, 0.5062, 0.8287, 1.5812, 0.7398
77, 0.5095, 0.8257, 3.0346, 0.8312
78, 0.4975, 0.8326, 0.8743, 0.8115
79, 0.5345, 0.8247, 0.7748, 0.8762
80, 0.4712, 0.8381, 2.5751, 0.8298
81, 0.4916, 0.8401, 1.7208, 0.8594
82, 0.4931, 0.8257, 0.463, 0.903
83, 0.5132, 0.8274, 8.3393, 0.7778
84, 0.509, 0.8329, 0.6188, 0.8861
85, 0.5259, 0.8205, 0.7698, 0.8608
86, 0.4661, 0.8453, 3.3621, 0.8312
87, 0.4951, 0.8324, 1.2663, 0.8903
88, 0.4959, 0.8361, 0.3455, 0.8889
89, 0.4621, 0.8428, 0.3853, 0.8523
90, 0.4893, 0.8356, 2.4352, 0.8467
91, 0.4852, 0.8398, 9.5481, 0.8298
92, 0.4869, 0.8386, 0.5255, 0.8987
93, 0.4658, 0.8431, 5.0148, 0.7764
94, 0.4533, 0.8438, 2.3055, 0.8397
95, 0.4776, 0.8349, 2.7683, 0.8312
96, 0.4467, 0.8542, 1.8282, 0.8242
97, 0.4764, 0.8431, 1.5775, 0.8945
98, 0.448, 0.8453, 1.8873, 0.8523
99, 0.4549, 0.8426, 2.0606, 0.8495
100, 0.4554, 0.8436, 18.8538, 0.775
101, 0.4491, 0.8483, 6.634, 0.8284
102, 0.4382, 0.8463, 0.8365, 0.8833
103, 0.4528, 0.8488, 2.1496, 0.8622
104, 0.467, 0.8421, 1.8485, 0.8608
105, 0.4285, 0.8542, 5.5743, 0.8383
106, 0.4451, 0.8537, 2.6865, 0.8453
107, 0.4459, 0.849, 4.1618, 0.8003
108, 0.4248, 0.8552, 7.13, 0.8537
109, 0.4333, 0.8547, 3.1644, 0.8523
110, 0.4365, 0.8488, 4.8226, 0.8298
111, 0.4224, 0.8587, 7.4137, 0.8158
112, 0.4653, 0.8426, 7.4813, 0.7862
113, 0.4246, 0.858, 0.6331, 0.8819
114, 0.4487, 0.8465, 3.0456, 0.827
115, 0.4355, 0.8587, 3.5879, 0.8186
116, 0.4197, 0.8555, 6.5455, 0.7778
117, 0.4394, 0.8565, 0.3148, 0.903
118, 0.4176, 0.8575, 1.8185, 0.8256
119, 0.4233, 0.8555, 13.9801, 0.7384
120, 0.4375, 0.8495, 11.0566, 0.8158
121, 0.4178, 0.8545, 2.9333, 0.8608
122, 0.416, 0.8654, 11.8035, 0.7918
123, 0.4089, 0.8599, 1.9351, 0.8537
124, 0.4184, 0.8582, 9.959, 0.8368
125, 0.4221, 0.8542, 2.5168, 0.8326
126, 0.4222, 0.8597, 9.475, 0.8284
127, 0.4314, 0.8582, 5.1259, 0.8284
128, 0.4366, 0.8535, 6.7511, 0.8017
129, 0.4018, 0.8632, 10.4111, 0.827
130, 0.393, 0.8634, 3.0082, 0.8509
131, 0.4083, 0.8609, 2.6224, 0.8284
132, 0.4233, 0.8604, 32.3672, 0.7679
133, 0.4048, 0.8622, 1.6349, 0.8537
134, 0.4054, 0.858, 8.0156, 0.8298
135, 0.3846, 0.8689, 2.0802, 0.8087
136, 0.4097, 0.8567, 1.4959, 0.8861
137, 0.4384, 0.8537, 13.9195, 0.7918
138, 0.422, 0.8562, 11.3956, 0.8045
139, 0.4191, 0.8575, 8.9706, 0.8467
140, 0.3929, 0.8659, 7.4479, 0.8776
141, 0.3808, 0.8704, 14.8544, 0.8509
142, 0.3902, 0.8664, 6.2778, 0.8481
143, 0.4025, 0.8642, 0.9112, 0.8987
144, 0.3872, 0.8664, 7.8025, 0.8439
145, 0.4114, 0.8567, 2.6546, 0.8608
146, 0.4029, 0.857, 7.8611, 0.8158
147, 0.3955, 0.8624, 11.2563, 0.8186
148, 0.3883, 0.8671, 1.5967, 0.8875
149, 0.3972, 0.8669, 2.5702, 0.8565
150, 0.3853, 0.8671, 4.6665, 0.8087
end time: Wed Sep 14 06:45:19 2022
===== model structure =====
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─Conv2d: 1-1                            [-1, 64, 64, 64]          192
├─BatchNorm2d: 1-2                       [-1, 64, 64, 64]          128
├─Sequential: 1-3                        [-1, 512, 64, 64]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─Block: 2-1                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-1                  [-1, 256, 64, 64]         16,384
|    |    └─BatchNorm2d: 3-2             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-3                  [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-4             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-5                  [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-6             [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-7              [-1, 512, 64, 64]         33,792
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-2                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-8                  [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-9             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-10                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-11            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-12                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-13            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-14             [-1, 512, 64, 64]         --
|    └─Block: 2-3                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-15                 [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-16            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-17                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-18            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-19                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-20            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-21             [-1, 512, 64, 64]         --
├─Sequential: 1-4                        [-1, 1024, 32, 32]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─Block: 2-4                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-22                 [-1, 512, 64, 64]         262,144
|    |    └─BatchNorm2d: 3-23            [-1, 512, 64, 64]         1,024
|    |    └─Conv2d: 3-24                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-25            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-26                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-27            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-28             [-1, 1024, 32, 32]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-5                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-29                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-30            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-31                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-32            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-33                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-34            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-35             [-1, 1024, 32, 32]        --
|    └─Block: 2-6                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-36                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-37            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-38                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-39            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-40                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-41            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-42             [-1, 1024, 32, 32]        --
|    └─Block: 2-7                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-43                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-44            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-45                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-46            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-47                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-48            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-49             [-1, 1024, 32, 32]        --
├─Sequential: 1-5                        [-1, 2048, 16, 16]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 1024, 32, 32]        1,048,576
|    |    └─BatchNorm2d: 3-51            [-1, 1024, 32, 32]        2,048
|    |    └─Conv2d: 3-52                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-53            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-54                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-55            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-56             [-1, 2048, 16, 16]        2,101,248
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-58            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-59                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-60            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-61                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-62            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-63             [-1, 2048, 16, 16]        --
|    └─Block: 2-10                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-65            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-66                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-67            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-68                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-69            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-70             [-1, 2048, 16, 16]        --
|    └─Block: 2-11                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-72            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-73                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-74            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-75                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-76            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-77             [-1, 2048, 16, 16]        --
|    └─Block: 2-12                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-79            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-80                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-81            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-82                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-83            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-84             [-1, 2048, 16, 16]        --
|    └─Block: 2-13                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-86            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-87                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-88            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-89                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-90            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-91             [-1, 2048, 16, 16]        --
|    └─Block: 2-14                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-93            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-94                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-95            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-96                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-97            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-98             [-1, 2048, 16, 16]        --
|    └─Block: 2-15                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-100           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-101                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-102           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-103                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-104           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-105            [-1, 2048, 16, 16]        --
|    └─Block: 2-16                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-107           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-108                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-109           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-110                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-111           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-112            [-1, 2048, 16, 16]        --
|    └─Block: 2-17                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-114           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-115                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-116           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-117                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-118           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-119            [-1, 2048, 16, 16]        --
|    └─Block: 2-18                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-121           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-122                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-123           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-124                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-125           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-126            [-1, 2048, 16, 16]        --
|    └─Block: 2-19                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-128           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-129                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-130           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-131                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-132           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-133            [-1, 2048, 16, 16]        --
|    └─Block: 2-20                       [-1, 2048, 16, 16]        --
