start time: Mon Sep  5 00:12:04 2022
===== model config =====
id: 7924
input_img_resize: 64
epochs: 151
lr: 0.001
batch_size: 16
========================
eopch, train loss, train acc, test loss, test acc
50, 0.0844, 0.9686, 0.3401, 0.9135
51, 0.0905, 0.9699, 0.152, 0.9546
52, 0.0743, 0.9747, 0.189, 0.9568
53, 0.0757, 0.971, 0.18, 0.942
54, 0.0727, 0.9755, 0.1519, 0.9525
55, 0.0752, 0.9723, 0.1473, 0.9546
56, 0.0686, 0.9773, 0.1467, 0.9525
57, 0.0716, 0.9736, 0.1377, 0.9536
58, 0.0674, 0.9784, 0.1296, 0.961
59, 0.0802, 0.9736, 0.1563, 0.9546
60, 0.0863, 0.9681, 0.2472, 0.9293
61, 0.0769, 0.9723, 0.2432, 0.9409
62, 0.0694, 0.9741, 0.1803, 0.9451
63, 0.0629, 0.9789, 0.193, 0.961
64, 0.0758, 0.9749, 0.2454, 0.9293
65, 0.0703, 0.976, 0.1541, 0.9568
66, 0.058, 0.9799, 0.1257, 0.9684
67, 0.0723, 0.9723, 0.1498, 0.9599
68, 0.0593, 0.9768, 0.1559, 0.9557
69, 0.0453, 0.9844, 0.1816, 0.9525
70, 0.0915, 0.9694, 0.1519, 0.961
71, 0.0553, 0.9794, 0.2524, 0.9483
72, 0.0502, 0.9821, 0.1278, 0.9652
73, 0.0665, 0.9799, 0.3654, 0.9093
74, 0.0615, 0.9802, 0.1305, 0.9662
75, 0.0443, 0.9842, 0.1369, 0.9525
76, 0.0508, 0.9834, 0.2296, 0.9378
77, 0.0454, 0.9821, 0.1238, 0.962
78, 0.0387, 0.9863, 0.1464, 0.9578
79, 0.0476, 0.9831, 0.1653, 0.961
80, 0.0669, 0.9776, 0.2177, 0.9378
81, 0.0471, 0.9852, 0.2387, 0.9367
82, 0.053, 0.9818, 0.26, 0.9451
83, 0.037, 0.9876, 0.1652, 0.9525
84, 0.0297, 0.9913, 0.1234, 0.9589
85, 0.0413, 0.9852, 0.2731, 0.9314
86, 0.0408, 0.9876, 0.207, 0.9473
87, 0.043, 0.9828, 0.2011, 0.9525
88, 0.04, 0.9868, 0.134, 0.9631
89, 0.0396, 0.9855, 0.1969, 0.9557
90, 0.0464, 0.9826, 0.2262, 0.9451
91, 0.0541, 0.9797, 0.2093, 0.9399
92, 0.0337, 0.9871, 0.2009, 0.9568
93, 0.0407, 0.9852, 0.1967, 0.9462
94, 0.0318, 0.99, 0.0973, 0.9736
95, 0.0218, 0.9934, 0.1171, 0.9726
96, 0.0327, 0.9881, 0.2024, 0.9473
97, 0.0312, 0.99, 0.1387, 0.9736
98, 0.0347, 0.9905, 0.153, 0.9641
99, 0.0213, 0.9929, 0.1264, 0.9652
100, 0.0199, 0.9929, 0.1291, 0.9662
101, 0.0302, 0.99, 0.1427, 0.961
102, 0.0382, 0.986, 0.1493, 0.9589
103, 0.0406, 0.985, 0.1193, 0.9705
104, 0.0196, 0.9955, 0.1541, 0.9662
105, 0.0299, 0.9908, 0.1669, 0.9599
106, 0.0304, 0.9916, 0.1779, 0.9515
107, 0.0355, 0.9889, 0.1964, 0.9557
108, 0.0215, 0.9926, 0.1316, 0.9631
109, 0.0304, 0.9894, 0.1596, 0.9525
110, 0.0384, 0.9889, 0.6871, 0.8776
111, 0.0469, 0.9839, 0.096, 0.9684
112, 0.0441, 0.9844, 0.1453, 0.9631
113, 0.0338, 0.991, 0.2433, 0.9462
114, 0.0346, 0.9897, 0.1458, 0.961
115, 0.0291, 0.9908, 0.1234, 0.9673
116, 0.0197, 0.9945, 0.1073, 0.9715
117, 0.0191, 0.9953, 0.1448, 0.9662
118, 0.0192, 0.9937, 0.1402, 0.9662
119, 0.0142, 0.9971, 0.1136, 0.9662
120, 0.018, 0.9939, 0.1279, 0.9684
121, 0.033, 0.9873, 0.1333, 0.9662
122, 0.0401, 0.9858, 0.1254, 0.9641
123, 0.0334, 0.9889, 0.1315, 0.9589
124, 0.0264, 0.9913, 0.1291, 0.9673
125, 0.0149, 0.9947, 0.1625, 0.9578
126, 0.0118, 0.9974, 0.1273, 0.9631
127, 0.0163, 0.9945, 0.1392, 0.9694
128, 0.0115, 0.9963, 0.1476, 0.9641
129, 0.039, 0.9876, 0.1336, 0.9715
130, 0.0116, 0.995, 0.1485, 0.961
131, 0.0212, 0.9923, 0.1591, 0.9662
132, 0.0189, 0.9939, 0.1233, 0.9715
133, 0.0216, 0.9926, 0.1338, 0.9715
134, 0.0263, 0.99, 0.2009, 0.9536
135, 0.03, 0.9884, 0.173, 0.962
136, 0.0204, 0.9942, 0.1294, 0.9684
137, 0.0141, 0.9955, 0.1184, 0.9684
138, 0.0232, 0.9934, 0.167, 0.9525
139, 0.0216, 0.9945, 0.1573, 0.961
140, 0.0228, 0.9931, 0.1528, 0.9641
141, 0.0183, 0.9939, 0.1548, 0.962
142, 0.0195, 0.9939, 0.2236, 0.9578
143, 0.0175, 0.9934, 0.1779, 0.9589
144, 0.0138, 0.9955, 0.1524, 0.9662
145, 0.0109, 0.996, 0.2026, 0.9631
146, 0.032, 0.9884, 0.1721, 0.9652
147, 0.0301, 0.9892, 0.1535, 0.9578
148, 0.0186, 0.9942, 0.1724, 0.9578
149, 0.0177, 0.9945, 0.1483, 0.9662
150, 0.0162, 0.996, 0.1161, 0.9715
end time: Mon Sep  5 06:07:18 2022
===== model structure =====
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─Conv2d: 1-1                            [-1, 64, 64, 64]          192
├─BatchNorm2d: 1-2                       [-1, 64, 64, 64]          128
├─Sequential: 1-3                        [-1, 256, 64, 64]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─Block: 2-1                        [-1, 256, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-1                  [-1, 128, 64, 64]         8,192
|    |    └─BatchNorm2d: 3-2             [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-3                  [-1, 128, 64, 64]         4,608
|    |    └─BatchNorm2d: 3-4             [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-5                  [-1, 256, 64, 64]         32,768
|    |    └─BatchNorm2d: 3-6             [-1, 256, 64, 64]         512
|    |    └─Sequential: 3-7              [-1, 256, 64, 64]         16,896
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-2                        [-1, 256, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-8                  [-1, 128, 64, 64]         32,768
|    |    └─BatchNorm2d: 3-9             [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-10                 [-1, 128, 64, 64]         4,608
|    |    └─BatchNorm2d: 3-11            [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-12                 [-1, 256, 64, 64]         32,768
|    |    └─BatchNorm2d: 3-13            [-1, 256, 64, 64]         512
|    |    └─Sequential: 3-14             [-1, 256, 64, 64]         --
|    └─Block: 2-3                        [-1, 256, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-15                 [-1, 128, 64, 64]         32,768
|    |    └─BatchNorm2d: 3-16            [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-17                 [-1, 128, 64, 64]         4,608
|    |    └─BatchNorm2d: 3-18            [-1, 128, 64, 64]         256
|    |    └─Conv2d: 3-19                 [-1, 256, 64, 64]         32,768
|    |    └─BatchNorm2d: 3-20            [-1, 256, 64, 64]         512
|    |    └─Sequential: 3-21             [-1, 256, 64, 64]         --
├─Sequential: 1-4                        [-1, 512, 32, 32]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─Block: 2-4                        [-1, 512, 32, 32]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-22                 [-1, 256, 64, 64]         65,536
|    |    └─BatchNorm2d: 3-23            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-24                 [-1, 256, 32, 32]         18,432
|    |    └─BatchNorm2d: 3-25            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-26                 [-1, 512, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-27            [-1, 512, 32, 32]         1,024
|    |    └─Sequential: 3-28             [-1, 512, 32, 32]         132,096
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-5                        [-1, 512, 32, 32]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-29                 [-1, 256, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-30            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-31                 [-1, 256, 32, 32]         18,432
|    |    └─BatchNorm2d: 3-32            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-33                 [-1, 512, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-34            [-1, 512, 32, 32]         1,024
|    |    └─Sequential: 3-35             [-1, 512, 32, 32]         --
|    └─Block: 2-6                        [-1, 512, 32, 32]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-36                 [-1, 256, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-37            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-38                 [-1, 256, 32, 32]         18,432
|    |    └─BatchNorm2d: 3-39            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-40                 [-1, 512, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-41            [-1, 512, 32, 32]         1,024
|    |    └─Sequential: 3-42             [-1, 512, 32, 32]         --
|    └─Block: 2-7                        [-1, 512, 32, 32]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-43                 [-1, 256, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-44            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-45                 [-1, 256, 32, 32]         18,432
|    |    └─BatchNorm2d: 3-46            [-1, 256, 32, 32]         512
|    |    └─Conv2d: 3-47                 [-1, 512, 32, 32]         131,072
|    |    └─BatchNorm2d: 3-48            [-1, 512, 32, 32]         1,024
|    |    └─Sequential: 3-49             [-1, 512, 32, 32]         --
├─Sequential: 1-5                        [-1, 1024, 16, 16]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 512, 32, 32]         262,144
|    |    └─BatchNorm2d: 3-51            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-52                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-53            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-54                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-55            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-56             [-1, 1024, 16, 16]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-58            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-59                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-60            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-61                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-62            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-63             [-1, 1024, 16, 16]        --
|    └─Block: 2-10                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-65            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-66                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-67            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-68                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-69            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-70             [-1, 1024, 16, 16]        --
|    └─Block: 2-11                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-72            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-73                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-74            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-75                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-76            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-77             [-1, 1024, 16, 16]        --
|    └─Block: 2-12                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-79            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-80                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-81            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-82                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-83            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-84             [-1, 1024, 16, 16]        --
|    └─Block: 2-13                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-86            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-87                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-88            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-89                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-90            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-91             [-1, 1024, 16, 16]        --
|    └─Block: 2-14                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-93            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-94                 [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-95            [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-96                 [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-97            [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-98             [-1, 1024, 16, 16]        --
|    └─Block: 2-15                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-100           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-101                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-102           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-103                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-104           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-105            [-1, 1024, 16, 16]        --
|    └─Block: 2-16                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-107           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-108                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-109           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-110                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-111           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-112            [-1, 1024, 16, 16]        --
|    └─Block: 2-17                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-114           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-115                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-116           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-117                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-118           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-119            [-1, 1024, 16, 16]        --
|    └─Block: 2-18                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-121           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-122                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-123           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-124                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-125           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-126            [-1, 1024, 16, 16]        --
|    └─Block: 2-19                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-128           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-129                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-130           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-131                [-1, 1024, 16, 16]        524,288
|    |    └─BatchNorm2d: 3-132           [-1, 1024, 16, 16]        2,048
|    |    └─Sequential: 3-133            [-1, 1024, 16, 16]        --
|    └─Block: 2-20                       [-1, 1024, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-134                [-1, 512, 16, 16]         524,288
|    |    └─BatchNorm2d: 3-135           [-1, 512, 16, 16]         1,024
|    |    └─Conv2d: 3-136                [-1, 512, 16, 16]         73,728
|    |    └─BatchNorm2d: 3-137           [-1, 512, 16, 16]         1,024
