start time: Tue Sep  6 00:11:44 2022
===== model config =====
id: 94304
input_img_resize: 96
epochs: 151
lr: 0.001
batch_size: 8
========================
eopch, train loss, train acc, test loss, test acc
85, 0.1579, 0.9426, 0.324, 0.91
86, 0.1474, 0.9481, 2.9181, 0.8706
87, 0.1577, 0.9387, 0.7259, 0.9058
88, 0.1654, 0.9416, 1.4748, 0.8931
89, 0.1483, 0.9476, 0.5487, 0.903
90, 0.1529, 0.9414, 1.5437, 0.8973
91, 0.1428, 0.9444, 4.0448, 0.8706
92, 0.1224, 0.9546, 1.4541, 0.91
93, 0.1362, 0.9503, 1.128, 0.8903
94, 0.136, 0.9471, 0.3946, 0.9058
95, 0.1617, 0.9397, 1.4014, 0.9058
96, 0.1245, 0.9541, 2.0736, 0.8776
97, 0.138, 0.9483, 0.5561, 0.8973
98, 0.1626, 0.9429, 1.2528, 0.8917
99, 0.1429, 0.9513, 0.5452, 0.917
100, 0.1376, 0.9521, 0.4137, 0.9184
101, 0.1251, 0.9511, 1.4908, 0.8931
102, 0.145, 0.9459, 0.4902, 0.9198
103, 0.1381, 0.9541, 0.9757, 0.8959
104, 0.1203, 0.956, 1.3826, 0.8959
105, 0.1341, 0.9548, 0.2252, 0.9367
106, 0.1472, 0.9454, 1.2404, 0.8945
107, 0.1312, 0.9508, 0.9099, 0.9128
108, 0.1398, 0.9503, 0.5278, 0.9114
109, 0.1163, 0.956, 0.34, 0.9311
110, 0.1322, 0.9523, 0.5172, 0.9255
111, 0.1263, 0.9511, 2.0496, 0.8819
112, 0.1223, 0.9553, 2.3092, 0.8847
113, 0.1233, 0.9543, 0.4035, 0.9269
114, 0.1214, 0.9565, 1.9463, 0.8819
115, 0.1203, 0.9551, 0.2528, 0.9269
116, 0.1176, 0.9563, 0.2977, 0.9353
117, 0.1224, 0.956, 0.5125, 0.9198
118, 0.1107, 0.9595, 0.3399, 0.9269
119, 0.1222, 0.9523, 1.056, 0.9001
120, 0.1261, 0.9498, 0.4662, 0.9184
121, 0.1042, 0.9618, 0.7958, 0.9212
122, 0.1233, 0.9565, 0.8529, 0.9058
123, 0.1035, 0.9632, 0.2635, 0.9381
124, 0.1164, 0.959, 0.2381, 0.9437
125, 0.1249, 0.9548, 0.3778, 0.9269
126, 0.1198, 0.9556, 0.6521, 0.9241
127, 0.1077, 0.9645, 0.9745, 0.9086
128, 0.1108, 0.957, 0.915, 0.9128
129, 0.1041, 0.9615, 1.1022, 0.8959
130, 0.1083, 0.9551, 0.3672, 0.9128
131, 0.1107, 0.9613, 1.6998, 0.879
132, 0.0953, 0.9647, 0.3392, 0.9226
133, 0.0948, 0.9647, 0.3265, 0.9283
134, 0.1115, 0.9613, 0.2875, 0.9184
135, 0.1063, 0.9568, 0.2391, 0.9494
136, 0.1033, 0.965, 0.3366, 0.9269
137, 0.0989, 0.9642, 0.2292, 0.9409
138, 0.1033, 0.9637, 0.2638, 0.9241
139, 0.1046, 0.963, 0.315, 0.9212
140, 0.0907, 0.965, 2.0397, 0.8833
141, 0.095, 0.9615, 0.2991, 0.9339
142, 0.0979, 0.966, 0.2375, 0.9395
143, 0.0979, 0.9632, 0.3509, 0.9241
144, 0.0969, 0.9625, 0.4881, 0.9156
145, 0.1081, 0.9595, 0.2661, 0.9226
146, 0.1028, 0.9635, 0.5249, 0.9114
147, 0.0957, 0.9685, 0.2364, 0.948
148, 0.1039, 0.961, 0.4176, 0.9283
149, 0.0888, 0.967, 0.2844, 0.9381
150, 0.0899, 0.9662, 0.236, 0.9451
end time: Tue Sep  6 23:57:55 2022
===== model structure =====
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─Conv2d: 1-1                            [-1, 64, 96, 96]          192
├─BatchNorm2d: 1-2                       [-1, 64, 96, 96]          128
├─Sequential: 1-3                        [-1, 512, 96, 96]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─Block: 2-1                        [-1, 512, 96, 96]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-1                  [-1, 256, 96, 96]         16,384
|    |    └─BatchNorm2d: 3-2             [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-3                  [-1, 256, 96, 96]         9,216
|    |    └─BatchNorm2d: 3-4             [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-5                  [-1, 512, 96, 96]         131,072
|    |    └─BatchNorm2d: 3-6             [-1, 512, 96, 96]         1,024
|    |    └─Sequential: 3-7              [-1, 512, 96, 96]         33,792
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-2                        [-1, 512, 96, 96]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-8                  [-1, 256, 96, 96]         131,072
|    |    └─BatchNorm2d: 3-9             [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-10                 [-1, 256, 96, 96]         9,216
|    |    └─BatchNorm2d: 3-11            [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-12                 [-1, 512, 96, 96]         131,072
|    |    └─BatchNorm2d: 3-13            [-1, 512, 96, 96]         1,024
|    |    └─Sequential: 3-14             [-1, 512, 96, 96]         --
|    └─Block: 2-3                        [-1, 512, 96, 96]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-15                 [-1, 256, 96, 96]         131,072
|    |    └─BatchNorm2d: 3-16            [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-17                 [-1, 256, 96, 96]         9,216
|    |    └─BatchNorm2d: 3-18            [-1, 256, 96, 96]         512
|    |    └─Conv2d: 3-19                 [-1, 512, 96, 96]         131,072
|    |    └─BatchNorm2d: 3-20            [-1, 512, 96, 96]         1,024
|    |    └─Sequential: 3-21             [-1, 512, 96, 96]         --
├─Sequential: 1-4                        [-1, 1024, 48, 48]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─Block: 2-4                        [-1, 1024, 48, 48]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-22                 [-1, 512, 96, 96]         262,144
|    |    └─BatchNorm2d: 3-23            [-1, 512, 96, 96]         1,024
|    |    └─Conv2d: 3-24                 [-1, 512, 48, 48]         36,864
|    |    └─BatchNorm2d: 3-25            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-26                 [-1, 1024, 48, 48]        524,288
|    |    └─BatchNorm2d: 3-27            [-1, 1024, 48, 48]        2,048
|    |    └─Sequential: 3-28             [-1, 1024, 48, 48]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-5                        [-1, 1024, 48, 48]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-29                 [-1, 512, 48, 48]         524,288
|    |    └─BatchNorm2d: 3-30            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-31                 [-1, 512, 48, 48]         36,864
|    |    └─BatchNorm2d: 3-32            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-33                 [-1, 1024, 48, 48]        524,288
|    |    └─BatchNorm2d: 3-34            [-1, 1024, 48, 48]        2,048
|    |    └─Sequential: 3-35             [-1, 1024, 48, 48]        --
|    └─Block: 2-6                        [-1, 1024, 48, 48]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-36                 [-1, 512, 48, 48]         524,288
|    |    └─BatchNorm2d: 3-37            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-38                 [-1, 512, 48, 48]         36,864
|    |    └─BatchNorm2d: 3-39            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-40                 [-1, 1024, 48, 48]        524,288
|    |    └─BatchNorm2d: 3-41            [-1, 1024, 48, 48]        2,048
|    |    └─Sequential: 3-42             [-1, 1024, 48, 48]        --
|    └─Block: 2-7                        [-1, 1024, 48, 48]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-43                 [-1, 512, 48, 48]         524,288
|    |    └─BatchNorm2d: 3-44            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-45                 [-1, 512, 48, 48]         36,864
|    |    └─BatchNorm2d: 3-46            [-1, 512, 48, 48]         1,024
|    |    └─Conv2d: 3-47                 [-1, 1024, 48, 48]        524,288
|    |    └─BatchNorm2d: 3-48            [-1, 1024, 48, 48]        2,048
|    |    └─Sequential: 3-49             [-1, 1024, 48, 48]        --
├─Sequential: 1-5                        [-1, 2048, 24, 24]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 1024, 48, 48]        1,048,576
|    |    └─BatchNorm2d: 3-51            [-1, 1024, 48, 48]        2,048
|    |    └─Conv2d: 3-52                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-53            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-54                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-55            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-56             [-1, 2048, 24, 24]        2,101,248
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-58            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-59                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-60            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-61                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-62            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-63             [-1, 2048, 24, 24]        --
|    └─Block: 2-10                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-65            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-66                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-67            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-68                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-69            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-70             [-1, 2048, 24, 24]        --
|    └─Block: 2-11                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-72            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-73                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-74            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-75                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-76            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-77             [-1, 2048, 24, 24]        --
|    └─Block: 2-12                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-79            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-80                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-81            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-82                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-83            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-84             [-1, 2048, 24, 24]        --
|    └─Block: 2-13                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-86            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-87                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-88            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-89                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-90            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-91             [-1, 2048, 24, 24]        --
|    └─Block: 2-14                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-93            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-94                 [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-95            [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-96                 [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-97            [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-98             [-1, 2048, 24, 24]        --
|    └─Block: 2-15                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-100           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-101                [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-102           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-103                [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-104           [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-105            [-1, 2048, 24, 24]        --
|    └─Block: 2-16                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-107           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-108                [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-109           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-110                [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-111           [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-112            [-1, 2048, 24, 24]        --
|    └─Block: 2-17                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-114           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-115                [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-116           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-117                [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-118           [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-119            [-1, 2048, 24, 24]        --
|    └─Block: 2-18                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-121           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-122                [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-123           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-124                [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-125           [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-126            [-1, 2048, 24, 24]        --
|    └─Block: 2-19                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 1024, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-128           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-129                [-1, 1024, 24, 24]        147,456
|    |    └─BatchNorm2d: 3-130           [-1, 1024, 24, 24]        2,048
|    |    └─Conv2d: 3-131                [-1, 2048, 24, 24]        2,097,152
|    |    └─BatchNorm2d: 3-132           [-1, 2048, 24, 24]        4,096
|    |    └─Sequential: 3-133            [-1, 2048, 24, 24]        --
|    └─Block: 2-20                       [-1, 2048, 24, 24]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
