start time: Mon Sep  5 08:04:02 2022
===== model config =====
id: 36242
input_img_resize: 64
epochs: 151
lr: 0.005
batch_size: 4
========================
eopch, train loss, train acc, test loss, test acc
60, 0.1066, 0.9591, 0.21, 0.9357
61, 0.1032, 0.9578, 0.2323, 0.9378
62, 0.0994, 0.9636, 0.3391, 0.9135
63, 0.095, 0.9652, 0.201, 0.9388
64, 0.0733, 0.9744, 0.3005, 0.923
65, 0.0974, 0.9594, 0.3749, 0.9167
66, 0.0994, 0.9633, 0.2583, 0.9473
67, 0.1018, 0.9657, 0.244, 0.9451
68, 0.0956, 0.9652, 0.3414, 0.9072
69, 0.0872, 0.9675, 1.0552, 0.9251
70, 0.0928, 0.9641, 0.3113, 0.923
71, 0.0864, 0.9697, 0.2308, 0.943
72, 0.1158, 0.9607, 0.1752, 0.9515
73, 0.0782, 0.971, 0.2326, 0.9494
74, 0.0821, 0.9702, 0.3877, 0.9198
75, 0.0699, 0.9741, 0.2711, 0.9441
76, 0.0839, 0.9699, 0.2537, 0.9409
77, 0.0799, 0.9689, 0.3232, 0.9093
78, 0.0733, 0.9734, 0.3202, 0.9251
79, 0.0829, 0.9689, 0.2314, 0.942
80, 0.0882, 0.9697, 0.2387, 0.9367
81, 0.0696, 0.9778, 0.292, 0.9293
82, 0.0746, 0.9749, 0.3955, 0.9008
83, 0.0602, 0.9789, 0.2182, 0.9378
84, 0.0799, 0.9712, 0.2509, 0.9388
85, 0.0744, 0.9757, 0.2067, 0.9473
86, 0.073, 0.9712, 0.248, 0.9409
87, 0.0712, 0.9726, 0.1775, 0.9546
88, 0.0769, 0.972, 0.1645, 0.9641
89, 0.0644, 0.9752, 0.1702, 0.9546
90, 0.0735, 0.9749, 0.2144, 0.9388
91, 0.065, 0.9755, 0.2605, 0.9546
92, 0.0717, 0.9734, 0.379, 0.8945
93, 0.0757, 0.9744, 0.1995, 0.9494
94, 0.0674, 0.9744, 0.3335, 0.9272
95, 0.0608, 0.9786, 0.1844, 0.962
96, 0.0594, 0.9797, 0.2262, 0.9494
97, 0.0886, 0.9683, 0.1999, 0.9462
98, 0.0609, 0.9802, 0.2584, 0.9335
99, 0.0632, 0.9789, 0.3496, 0.9188
100, 0.0716, 0.9726, 0.2439, 0.9399
101, 0.055, 0.9821, 0.209, 0.9504
102, 0.042, 0.9852, 0.3368, 0.9462
103, 0.0695, 0.976, 0.2552, 0.9451
104, 0.0593, 0.9794, 0.2663, 0.9494
105, 0.0527, 0.9799, 0.3291, 0.9177
106, 0.0622, 0.9794, 0.3727, 0.9156
107, 0.0553, 0.9799, 0.4541, 0.9072
108, 0.0385, 0.9873, 0.2149, 0.9525
109, 0.0589, 0.9792, 0.3296, 0.9399
110, 0.0483, 0.9818, 0.2338, 0.9483
111, 0.0609, 0.9807, 0.3551, 0.9124
112, 0.0452, 0.9844, 0.1953, 0.9525
113, 0.0644, 0.9794, 0.2738, 0.9262
114, 0.0565, 0.9799, 0.2447, 0.9346
115, 0.0557, 0.981, 0.3496, 0.9072
116, 0.0552, 0.9815, 0.2327, 0.9462
117, 0.0543, 0.9797, 0.3432, 0.904
118, 0.0624, 0.9792, 0.2505, 0.9325
119, 0.0566, 0.9792, 0.3025, 0.9325
120, 0.057, 0.9789, 0.2581, 0.9388
121, 0.0523, 0.9807, 0.4417, 0.8914
122, 0.0442, 0.9855, 0.2994, 0.9335
123, 0.0325, 0.9892, 0.3082, 0.9409
124, 0.0605, 0.981, 0.1931, 0.9525
125, 0.0376, 0.9868, 0.3148, 0.9357
126, 0.0571, 0.9789, 0.3999, 0.904
127, 0.0358, 0.9881, 0.2892, 0.9451
128, 0.0637, 0.977, 0.2213, 0.9515
129, 0.047, 0.985, 0.2098, 0.9525
130, 0.0534, 0.9815, 0.1814, 0.961
131, 0.0505, 0.9815, 0.2026, 0.9599
132, 0.0389, 0.986, 0.2401, 0.9515
133, 0.0575, 0.9828, 0.2638, 0.9451
134, 0.0526, 0.9823, 0.1914, 0.9578
135, 0.0352, 0.9879, 0.1919, 0.9578
136, 0.053, 0.981, 0.3421, 0.9262
137, 0.0474, 0.9847, 0.2854, 0.9515
138, 0.0446, 0.9863, 0.3839, 0.9283
139, 0.0488, 0.981, 0.2647, 0.9451
140, 0.0562, 0.9831, 0.1785, 0.9525
141, 0.0362, 0.9865, 0.2183, 0.9451
142, 0.0494, 0.9836, 0.3306, 0.9409
143, 0.0489, 0.9815, 0.2421, 0.9409
144, 0.0438, 0.9868, 0.2117, 0.9578
145, 0.04, 0.9884, 0.2383, 0.9504
146, 0.0436, 0.9823, 0.1744, 0.9673
147, 0.0366, 0.9876, 0.2165, 0.9546
148, 0.0522, 0.9823, 0.2557, 0.943
149, 0.0458, 0.9836, 0.3364, 0.9304
150, 0.0351, 0.9881, 0.2027, 0.9557
end time: Tue Sep  6 01:21:52 2022
===== model structure =====
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─Conv2d: 1-1                            [-1, 64, 64, 64]          192
├─BatchNorm2d: 1-2                       [-1, 64, 64, 64]          128
├─Sequential: 1-3                        [-1, 512, 64, 64]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─Block: 2-1                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-1                  [-1, 256, 64, 64]         16,384
|    |    └─BatchNorm2d: 3-2             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-3                  [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-4             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-5                  [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-6             [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-7              [-1, 512, 64, 64]         33,792
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-2                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-8                  [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-9             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-10                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-11            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-12                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-13            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-14             [-1, 512, 64, 64]         --
|    └─Block: 2-3                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-15                 [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-16            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-17                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-18            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-19                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-20            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-21             [-1, 512, 64, 64]         --
├─Sequential: 1-4                        [-1, 1024, 32, 32]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─Block: 2-4                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-22                 [-1, 512, 64, 64]         262,144
|    |    └─BatchNorm2d: 3-23            [-1, 512, 64, 64]         1,024
|    |    └─Conv2d: 3-24                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-25            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-26                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-27            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-28             [-1, 1024, 32, 32]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-5                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-29                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-30            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-31                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-32            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-33                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-34            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-35             [-1, 1024, 32, 32]        --
|    └─Block: 2-6                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-36                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-37            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-38                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-39            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-40                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-41            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-42             [-1, 1024, 32, 32]        --
|    └─Block: 2-7                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-43                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-44            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-45                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-46            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-47                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-48            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-49             [-1, 1024, 32, 32]        --
├─Sequential: 1-5                        [-1, 2048, 16, 16]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 1024, 32, 32]        1,048,576
|    |    └─BatchNorm2d: 3-51            [-1, 1024, 32, 32]        2,048
|    |    └─Conv2d: 3-52                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-53            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-54                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-55            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-56             [-1, 2048, 16, 16]        2,101,248
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-58            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-59                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-60            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-61                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-62            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-63             [-1, 2048, 16, 16]        --
|    └─Block: 2-10                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-65            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-66                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-67            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-68                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-69            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-70             [-1, 2048, 16, 16]        --
|    └─Block: 2-11                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-72            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-73                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-74            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-75                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-76            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-77             [-1, 2048, 16, 16]        --
|    └─Block: 2-12                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-79            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-80                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-81            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-82                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-83            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-84             [-1, 2048, 16, 16]        --
|    └─Block: 2-13                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-86            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-87                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-88            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-89                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-90            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-91             [-1, 2048, 16, 16]        --
|    └─Block: 2-14                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-93            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-94                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-95            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-96                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-97            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-98             [-1, 2048, 16, 16]        --
|    └─Block: 2-15                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-100           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-101                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-102           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-103                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-104           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-105            [-1, 2048, 16, 16]        --
|    └─Block: 2-16                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-107           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-108                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-109           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-110                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-111           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-112            [-1, 2048, 16, 16]        --
|    └─Block: 2-17                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-114           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-115                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-116           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-117                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-118           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-119            [-1, 2048, 16, 16]        --
|    └─Block: 2-18                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-121           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-122                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-123           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-124                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-125           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-126            [-1, 2048, 16, 16]        --
|    └─Block: 2-19                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-128           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-129                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-130           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-131                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-132           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-133            [-1, 2048, 16, 16]        --
|    └─Block: 2-20                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
