start time: Tue Sep  6 01:27:21 2022
===== model config =====
id: 98841
input_img_resize: 64
epochs: 151
lr: 0.001
batch_size: 16
num_blocks: [3, 4, 23, 3]
cardinality: 64
bottleneck_width: 4
========================
eopch, train loss, train acc, test loss, test acc
91, 0.1898, 0.9307, 0.1632, 0.9409
92, 0.1861, 0.9305, 0.1469, 0.9423
93, 0.1785, 0.9307, 0.2389, 0.9184
94, 0.171, 0.9411, 0.2044, 0.9283
95, 0.1746, 0.9342, 0.1507, 0.9437
96, 0.1836, 0.9307, 0.1603, 0.9437
97, 0.1744, 0.9369, 0.16, 0.9409
98, 0.1688, 0.9374, 0.1595, 0.9381
99, 0.1606, 0.9421, 0.2121, 0.9367
100, 0.1739, 0.9352, 0.1778, 0.9466
101, 0.1749, 0.9359, 0.1887, 0.9339
102, 0.166, 0.9379, 0.1884, 0.9367
103, 0.1614, 0.9419, 0.1735, 0.9409
104, 0.1479, 0.9491, 0.1502, 0.9423
105, 0.1495, 0.9454, 0.1813, 0.9297
106, 0.1576, 0.9414, 0.1806, 0.9311
107, 0.1713, 0.9369, 0.1775, 0.9381
108, 0.1518, 0.9459, 0.1507, 0.9437
109, 0.1539, 0.9419, 0.1555, 0.9409
110, 0.1633, 0.9441, 0.1639, 0.9423
111, 0.1544, 0.9451, 0.1577, 0.9466
112, 0.1341, 0.9503, 0.1628, 0.9381
113, 0.1504, 0.9479, 0.1893, 0.9381
114, 0.1585, 0.9429, 0.1515, 0.948
115, 0.1555, 0.9434, 0.1946, 0.9311
116, 0.1716, 0.9322, 0.1586, 0.9494
117, 0.1384, 0.9496, 0.1432, 0.9451
118, 0.141, 0.9496, 0.1844, 0.9409
119, 0.1419, 0.9491, 0.1736, 0.9409
120, 0.1509, 0.9436, 0.1615, 0.9423
121, 0.1309, 0.9511, 0.1825, 0.9409
122, 0.1397, 0.9483, 0.1573, 0.9409
123, 0.1443, 0.9496, 0.1257, 0.962
124, 0.1213, 0.9563, 0.1804, 0.9522
125, 0.117, 0.9575, 0.1334, 0.9564
126, 0.1386, 0.9446, 0.2009, 0.9409
127, 0.1349, 0.9491, 0.1478, 0.9381
128, 0.1183, 0.9575, 0.134, 0.955
129, 0.1315, 0.9531, 0.1933, 0.9423
130, 0.126, 0.9496, 0.1511, 0.9451
131, 0.1263, 0.9513, 0.1692, 0.9339
132, 0.1444, 0.9501, 0.1985, 0.9367
133, 0.133, 0.9501, 0.2473, 0.9198
134, 0.1204, 0.9551, 0.1561, 0.948
135, 0.1297, 0.9506, 0.1821, 0.9395
136, 0.1117, 0.9625, 0.2035, 0.9269
137, 0.1267, 0.9528, 0.1515, 0.9508
138, 0.1327, 0.9518, 0.2037, 0.9339
139, 0.1166, 0.957, 0.1655, 0.9466
140, 0.133, 0.9513, 0.1919, 0.9409
141, 0.1126, 0.9593, 0.1694, 0.9451
142, 0.1097, 0.9565, 0.1385, 0.948
143, 0.1317, 0.9523, 0.1567, 0.9536
144, 0.1118, 0.9608, 0.1664, 0.9466
145, 0.1282, 0.9521, 0.1918, 0.9409
146, 0.1261, 0.9526, 0.1406, 0.9494
147, 0.1044, 0.963, 0.1345, 0.9536
148, 0.1026, 0.9637, 0.1548, 0.9508
149, 0.1227, 0.9526, 0.1528, 0.9508
150, 0.105, 0.963, 0.1771, 0.9311
end time: Tue Sep  6 13:43:31 2022
===== model structure =====
==========================================================================================
Layer (type:depth-idx)                   Output Shape              Param #
==========================================================================================
├─Conv2d: 1-1                            [-1, 64, 64, 64]          192
├─BatchNorm2d: 1-2                       [-1, 64, 64, 64]          128
├─Sequential: 1-3                        [-1, 512, 64, 64]         --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─Block: 2-1                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-1                  [-1, 256, 64, 64]         16,384
|    |    └─BatchNorm2d: 3-2             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-3                  [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-4             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-5                  [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-6             [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-7              [-1, 512, 64, 64]         33,792
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-2                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-8                  [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-9             [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-10                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-11            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-12                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-13            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-14             [-1, 512, 64, 64]         --
|    └─Block: 2-3                        [-1, 512, 64, 64]         --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-15                 [-1, 256, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-16            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-17                 [-1, 256, 64, 64]         9,216
|    |    └─BatchNorm2d: 3-18            [-1, 256, 64, 64]         512
|    |    └─Conv2d: 3-19                 [-1, 512, 64, 64]         131,072
|    |    └─BatchNorm2d: 3-20            [-1, 512, 64, 64]         1,024
|    |    └─Sequential: 3-21             [-1, 512, 64, 64]         --
├─Sequential: 1-4                        [-1, 1024, 32, 32]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─Block: 2-4                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-22                 [-1, 512, 64, 64]         262,144
|    |    └─BatchNorm2d: 3-23            [-1, 512, 64, 64]         1,024
|    |    └─Conv2d: 3-24                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-25            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-26                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-27            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-28             [-1, 1024, 32, 32]        526,336
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-5                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-29                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-30            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-31                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-32            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-33                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-34            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-35             [-1, 1024, 32, 32]        --
|    └─Block: 2-6                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-36                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-37            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-38                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-39            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-40                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-41            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-42             [-1, 1024, 32, 32]        --
|    └─Block: 2-7                        [-1, 1024, 32, 32]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-43                 [-1, 512, 32, 32]         524,288
|    |    └─BatchNorm2d: 3-44            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-45                 [-1, 512, 32, 32]         36,864
|    |    └─BatchNorm2d: 3-46            [-1, 512, 32, 32]         1,024
|    |    └─Conv2d: 3-47                 [-1, 1024, 32, 32]        524,288
|    |    └─BatchNorm2d: 3-48            [-1, 1024, 32, 32]        2,048
|    |    └─Sequential: 3-49             [-1, 1024, 32, 32]        --
├─Sequential: 1-5                        [-1, 2048, 16, 16]        --
|    └─0.conv1.weight
|    └─0.bn1.weight
|    └─0.conv2.weight
|    └─0.bn2.weight
|    └─0.conv3.weight
|    └─0.bn3.weight
|    └─0.shortcut.0.weight
|    └─0.shortcut.1.weight
|    └─1.conv1.weight
|    └─1.bn1.weight
|    └─1.conv2.weight
|    └─1.bn2.weight
|    └─1.conv3.weight
|    └─1.bn3.weight
|    └─2.conv1.weight
|    └─2.bn1.weight
|    └─2.conv2.weight
|    └─2.bn2.weight
|    └─2.conv3.weight
|    └─2.bn3.weight
|    └─3.conv1.weight
|    └─3.bn1.weight
|    └─3.conv2.weight
|    └─3.bn2.weight
|    └─3.conv3.weight
|    └─3.bn3.weight
|    └─4.conv1.weight
|    └─4.bn1.weight
|    └─4.conv2.weight
|    └─4.bn2.weight
|    └─4.conv3.weight
|    └─4.bn3.weight
|    └─5.conv1.weight
|    └─5.bn1.weight
|    └─5.conv2.weight
|    └─5.bn2.weight
|    └─5.conv3.weight
|    └─5.bn3.weight
|    └─6.conv1.weight
|    └─6.bn1.weight
|    └─6.conv2.weight
|    └─6.bn2.weight
|    └─6.conv3.weight
|    └─6.bn3.weight
|    └─7.conv1.weight
|    └─7.bn1.weight
|    └─7.conv2.weight
|    └─7.bn2.weight
|    └─7.conv3.weight
|    └─7.bn3.weight
|    └─8.conv1.weight
|    └─8.bn1.weight
|    └─8.conv2.weight
|    └─8.bn2.weight
|    └─8.conv3.weight
|    └─8.bn3.weight
|    └─9.conv1.weight
|    └─9.bn1.weight
|    └─9.conv2.weight
|    └─9.bn2.weight
|    └─9.conv3.weight
|    └─9.bn3.weight
|    └─10.conv1.weight
|    └─10.bn1.weight
|    └─10.conv2.weight
|    └─10.bn2.weight
|    └─10.conv3.weight
|    └─10.bn3.weight
|    └─11.conv1.weight
|    └─11.bn1.weight
|    └─11.conv2.weight
|    └─11.bn2.weight
|    └─11.conv3.weight
|    └─11.bn3.weight
|    └─12.conv1.weight
|    └─12.bn1.weight
|    └─12.conv2.weight
|    └─12.bn2.weight
|    └─12.conv3.weight
|    └─12.bn3.weight
|    └─13.conv1.weight
|    └─13.bn1.weight
|    └─13.conv2.weight
|    └─13.bn2.weight
|    └─13.conv3.weight
|    └─13.bn3.weight
|    └─14.conv1.weight
|    └─14.bn1.weight
|    └─14.conv2.weight
|    └─14.bn2.weight
|    └─14.conv3.weight
|    └─14.bn3.weight
|    └─15.conv1.weight
|    └─15.bn1.weight
|    └─15.conv2.weight
|    └─15.bn2.weight
|    └─15.conv3.weight
|    └─15.bn3.weight
|    └─16.conv1.weight
|    └─16.bn1.weight
|    └─16.conv2.weight
|    └─16.bn2.weight
|    └─16.conv3.weight
|    └─16.bn3.weight
|    └─17.conv1.weight
|    └─17.bn1.weight
|    └─17.conv2.weight
|    └─17.bn2.weight
|    └─17.conv3.weight
|    └─17.bn3.weight
|    └─18.conv1.weight
|    └─18.bn1.weight
|    └─18.conv2.weight
|    └─18.bn2.weight
|    └─18.conv3.weight
|    └─18.bn3.weight
|    └─19.conv1.weight
|    └─19.bn1.weight
|    └─19.conv2.weight
|    └─19.bn2.weight
|    └─19.conv3.weight
|    └─19.bn3.weight
|    └─20.conv1.weight
|    └─20.bn1.weight
|    └─20.conv2.weight
|    └─20.bn2.weight
|    └─20.conv3.weight
|    └─20.bn3.weight
|    └─21.conv1.weight
|    └─21.bn1.weight
|    └─21.conv2.weight
|    └─21.bn2.weight
|    └─21.conv3.weight
|    └─21.bn3.weight
|    └─22.conv1.weight
|    └─22.bn1.weight
|    └─22.conv2.weight
|    └─22.bn2.weight
|    └─22.conv3.weight
|    └─22.bn3.weight
|    └─Block: 2-8                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─shortcut.0.weight
|    |    └─shortcut.1.weight
|    |    └─Conv2d: 3-50                 [-1, 1024, 32, 32]        1,048,576
|    |    └─BatchNorm2d: 3-51            [-1, 1024, 32, 32]        2,048
|    |    └─Conv2d: 3-52                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-53            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-54                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-55            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-56             [-1, 2048, 16, 16]        2,101,248
|    |    |    └─0.weight
|    |    |    └─1.weight
|    └─Block: 2-9                        [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-57                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-58            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-59                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-60            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-61                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-62            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-63             [-1, 2048, 16, 16]        --
|    └─Block: 2-10                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-64                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-65            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-66                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-67            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-68                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-69            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-70             [-1, 2048, 16, 16]        --
|    └─Block: 2-11                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-71                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-72            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-73                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-74            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-75                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-76            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-77             [-1, 2048, 16, 16]        --
|    └─Block: 2-12                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-78                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-79            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-80                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-81            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-82                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-83            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-84             [-1, 2048, 16, 16]        --
|    └─Block: 2-13                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-85                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-86            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-87                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-88            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-89                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-90            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-91             [-1, 2048, 16, 16]        --
|    └─Block: 2-14                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-92                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-93            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-94                 [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-95            [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-96                 [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-97            [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-98             [-1, 2048, 16, 16]        --
|    └─Block: 2-15                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-99                 [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-100           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-101                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-102           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-103                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-104           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-105            [-1, 2048, 16, 16]        --
|    └─Block: 2-16                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-106                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-107           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-108                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-109           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-110                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-111           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-112            [-1, 2048, 16, 16]        --
|    └─Block: 2-17                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-113                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-114           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-115                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-116           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-117                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-118           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-119            [-1, 2048, 16, 16]        --
|    └─Block: 2-18                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-120                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-121           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-122                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-123           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-124                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-125           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-126            [-1, 2048, 16, 16]        --
|    └─Block: 2-19                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
|    |    └─bn1.weight
|    |    └─conv2.weight
|    |    └─bn2.weight
|    |    └─conv3.weight
|    |    └─bn3.weight
|    |    └─Conv2d: 3-127                [-1, 1024, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-128           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-129                [-1, 1024, 16, 16]        147,456
|    |    └─BatchNorm2d: 3-130           [-1, 1024, 16, 16]        2,048
|    |    └─Conv2d: 3-131                [-1, 2048, 16, 16]        2,097,152
|    |    └─BatchNorm2d: 3-132           [-1, 2048, 16, 16]        4,096
|    |    └─Sequential: 3-133            [-1, 2048, 16, 16]        --
|    └─Block: 2-20                       [-1, 2048, 16, 16]        --
|    |    └─conv1.weight
